RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,Kevin Hervey,Okc,F,23.64,7,2.8,5.8,24.9,0,0,0,3,0.333,8,0,0.091,0.091,0.3,0.3,5.7,0.1,6.6,0,0,0,3,,
,Mario Hezonja,Por,F-G,25.01,41,16.1,33.5,13.5,13.8,49,0.816,105,0.438,54,0.278,0.431,0.49,4.3,3.4,11,0.8,6.1,0.61,0.15,0.71,5.6,98.8,102.1
,Buddy Hield,Sac,G,26.2,59,32.6,67.9,26.9,11.8,128,0.852,416,0.483,572,0.388,0.54,0.564,19.9,4.9,8.4,3.2,15.9,0.93,0.29,2.37,8.3,106.7,107.7
,George Hill,Mil,G,33.82,49,21.2,44.1,15.5,11.5,77,0.844,167,0.575,144,0.5,0.656,0.686,9.7,3,6.9,3,18.6,0.8,0.08,0.92,8.4,134.3,98.9
,Solomon Hill,Mem,F,28.95,48,18.8,39.1,13.3,13.9,38,0.684,86,0.465,146,0.384,0.534,0.551,5.7,3,8.4,2,13.3,0.65,0.15,0.83,6.9,108.8,107.6
,Solomon Hill,Mia,F,28.95,2,11.2,23.3,15.7,12.5,0,0,3,0.333,4,0.25,0.357,0.357,2.5,1.5,7.5,0,0,1,0,0.5,0,78.4,102
,Jaylen Hoard,Por,F,20.92,13,7.9,16.5,17.2,9.6,13,0.615,29,0.517,3,0,0.469,0.504,2.9,2.5,16.1,0.3,5.4,0.38,0,0.31,6.6,111.7,103.3
,Aaron Holiday,Ind,G,23.41,52,22.9,47.8,20.3,12,64,0.875,271,0.421,187,0.406,0.498,0.527,9.8,2.3,5.4,3.4,20.9,0.77,0.21,1.27,7.4,105.8,105.4
,Jrue Holiday,Nor,G,29.72,50,34.7,72.3,25.3,14.1,144,0.708,564,0.491,289,0.353,0.504,0.525,19.2,4.7,7.1,6.8,29.8,1.7,0.86,3.02,9.8,106.4,109.4
,Justin Holiday,Ind,F-G,30.9,59,25.3,52.7,13.2,7.1,58,0.776,130,0.469,262,0.424,0.58,0.599,8.5,3.3,7.1,1.5,7.7,1.05,0.64,0.54,5.5,117.9,104.8
,Rondae Hollis-Jefferson,Tor,F,25.15,47,19.8,41.2,17.5,12.1,124,0.726,263,0.498,17,0.118,0.479,0.535,7.6,5,13.4,1.8,12.9,0.89,0.43,0.98,8.3,114.3,96.2
,Richaun Holmes,Sac,F,26.37,37,29.4,61.2,15.9,11.6,93,0.817,310,0.658,0,0,0.658,0.69,13.1,8.5,16.3,1,5.3,1.05,1.41,1.24,6.5,131.7,98.8
,Rodney Hood,Por,G-F,27.36,21,29.5,61.4,13.9,9.4,27,0.778,101,0.515,71,0.493,0.608,0.625,11,3.4,6,1.5,7.2,0.81,0.19,0.9,5.2,120.7,111.6
,Al Horford,Phi,C-F,33.74,55,30.6,63.8,17.3,8.1,61,0.721,353,0.507,241,0.332,0.503,0.517,11.7,6.6,11.9,3.9,18.7,0.93,0.89,1,8.8,112.6,103.3
,Talen Horton-Tucker,Lal,G,19.26,2,2.7,5.5,8,0,0,0,0,0,1,0,0,0,0,0,0,1,42.2,0.5,0,0,0,,
,Danuel House Jr.,Hou,F-G,26.73,52,30.4,63.4,13.4,8.8,81,0.79,153,0.516,279,0.376,0.547,0.574,10.3,4.4,7.6,1.3,5.7,1.12,0.54,0.87,5.1,115.7,107.2
,Dwight Howard,Lal,C-F,34.23,57,19.7,41,14.5,18.1,171,0.48,237,0.743,5,0.6,0.746,0.698,7.8,7.7,21.4,0.7,4.9,0.42,1.32,1.23,7.1,124.4,90.1
,William Howard,Hou,F-G,26.35,2,6.7,13.9,15.5,20,0,0,0,0,4,0,0,0,0,1,7.9,0.5,8.7,0,0,0.5,0,14,107.3
,Kevin Huerter,Atl,G-F,21.51,50,30.8,64.3,17.4,12.4,60,0.817,246,0.443,294,0.388,0.519,0.538,12.2,4.1,7.2,3.4,16.2,0.84,0.46,1.6,7.2,105.7,111.7
,De'Andre Hunter,Atl,F-G,22.25,57,31.8,66.2,17.6,11.8,130,0.777,348,0.46,273,0.348,0.487,0.52,12.4,4.3,7.2,1.8,8.2,0.74,0.26,1.6,5.8,99.4,110.9
,Chandler Hutchison,Chi,F-G,23.84,28,18.8,39.2,19.1,11.4,78,0.59,137,0.496,38,0.316,0.491,0.521,7.8,3.9,11.3,0.9,7.4,0.96,0.25,0.96,6.4,100.9,102.9
,Serge Ibaka,Tor,F,30.45,47,27.1,56.5,24.4,12.9,111,0.73,433,0.564,152,0.388,0.568,0.588,15.9,8,15.6,1.3,8.1,0.51,0.83,2,8.1,108.2,96.4
,Andre Iguodala,Mia,G-F,36.09,8,19.8,41.2,12.2,25.1,4,0.25,15,0.6,16,0.375,0.581,0.565,4.6,3.9,11,1.8,12.3,0.38,0.88,1.38,6.4,102.1,100.7
,Ersan Ilyasova,Mil,F,32.79,53,16,33.4,16.9,8.9,73,0.836,165,0.545,121,0.38,0.556,0.596,7.2,4.9,15,0.8,7,0.42,0.26,0.58,7.6,119.7,93.2
,Joe Ingles,Uta,F-G,32.41,59,30,62.5,15.1,18.3,79,0.785,175,0.497,291,0.392,0.554,0.577,9.8,4,7.2,5.1,23.6,0.83,0.14,1.9,7.8,113.7,104.7
,Brandon Ingram,Nor,F,22.49,51,34,70.7,28.6,12.9,313,0.859,592,0.517,320,0.4,0.546,0.603,24.8,6.3,9.7,4.3,20.4,0.98,0.67,3.06,10.3,114,106.9
,Kyrie Irving,Bro,G,27.94,20,32.9,68.5,32.6,10.1,102,0.922,274,0.522,142,0.394,0.546,0.595,27.4,5.2,8,6.4,37.2,1.35,0.5,2.6,11.8,118.8,103.2
,Jonathan Isaac,Orl,F,22.41,32,29.7,61.8,18.3,11.7,73,0.767,231,0.515,91,0.33,0.509,0.542,12,6.9,12.4,1.4,7.1,1.56,2.44,1.47,6.6,105.2,100.7
,Wes Iwundu,Orl,F,25.19,41,18.3,38.1,13,8,66,0.818,115,0.417,62,0.323,0.441,0.51,5.1,2.6,7.4,1.1,8.2,0.61,0.24,0.44,5.3,108.5,104.1
,Jaren Jackson Jr.,Mem,F-C,20.46,54,28,58.3,23.9,10.8,166,0.741,361,0.535,340,0.397,0.564,0.59,16.9,4.7,8.9,1.4,7.5,0.65,1.61,1.74,6.9,108.8,101.2
,Frank Jackson,Nor,G,21.82,46,12.8,26.7,20.5,13.2,57,0.772,125,0.472,106,0.311,0.47,0.51,5.7,1.3,5.2,0.8,8.7,0.33,0.09,0.85,5.7,97.5,107.3
,Josh Jackson,Mem,G-F,23.05,12,19.8,41.2,20.3,15.6,24,0.708,50,0.54,37,0.27,0.483,0.518,8.4,4,10.7,1.3,9.2,0.92,0.33,1.5,7.1,96.4,105.2
,Justin Jackson,Dal,F,24.92,52,15.9,33.1,16.3,3.5,40,0.825,149,0.49,136,0.301,0.472,0.499,5.8,2.5,8.1,0.7,5.9,0.19,0.12,0.21,5.4,108.2,108.7
,Reggie Jackson,Det,G,29.87,14,27.2,56.7,26.9,9.8,33,0.788,116,0.388,82,0.378,0.462,0.492,14.9,2.9,6.1,5.1,30.6,0.57,0.07,1.64,8.9,105.8,112
,Reggie Jackson,Lac,G,29.87,4,19.9,41.4,17.7,17.7,2,1,10,0.6,17,0.412,0.611,0.628,8.8,3.8,9.7,4.5,32.3,0.5,0.25,1.5,10.7,124.7,99.3
,Justin James,Sac,G-F,23.1,32,6.8,14.1,19,7.4,21,0.476,52,0.462,26,0.346,0.481,0.487,2.7,0.9,7.8,0.5,10.9,0.19,0.28,0.22,6.3,101.3,108.1
,LeBron James,Lal,F,35.16,54,34.9,72.7,31.5,15.3,301,0.691,720,0.563,341,0.349,0.55,0.576,25.5,7.7,12.1,10.6,49.4,1.22,0.46,4,14.6,115.7,103.3
,Amile Jefferson,Orl,F,26.81,18,4.1,8.6,13.5,13,14,0.357,14,0.357,0,0,0.357,0.372,0.8,1.3,16.4,0.2,7.3,0.06,0.17,0.17,5.8,93.3,102.1
,DaQuan Jeffries,Sac,G-F,22.5,6,3.2,6.7,15.7,0,0,0,3,0.667,4,0.25,0.5,0.5,1.2,0.2,2.9,0.2,7.7,0.17,0,0,4.5,,
,Ty Jerome,Pho,G-F,22.65,24,11.3,23.5,18.6,15.2,14,0.786,54,0.426,40,0.275,0.42,0.449,3.8,1.6,7.8,1.6,20,0.58,0.13,0.75,7.6,93.2,104
,Alize Johnson,Ind,F,23.85,12,4.2,8.7,17.2,10.2,6,0.667,15,0.467,0,0,0.467,0.51,1.5,1.5,19.7,0.2,5.5,0,0,0.17,7.3,112,98.6
,BJ Johnson,Orl,F,24.19,8,5.8,12,20.5,13.7,2,1,12,0.333,6,0.167,0.306,0.344,1.6,0.8,6.9,0.3,6.2,0.25,0,0.38,5,69.2,112.3
,Cameron Johnson,Pho,F,23.99,47,19.9,41.5,15.8,8.1,42,0.762,91,0.462,210,0.405,0.563,0.581,7.9,2.8,7.8,1,7.2,0.57,0.28,0.6,5.6,113.8,108
,James Johnson,Mia,F,33.02,18,15.6,32.5,16.9,13.9,14,0.571,42,0.548,45,0.356,0.54,0.547,5.7,2.9,10.4,1.2,11,0.33,0.72,0.83,6.9,102.9,100
,James Johnson,Min,F,33.02,8,25.2,52.6,21.3,21,24,0.708,46,0.609,26,0.308,0.556,0.587,12.1,4.9,10.2,3.4,20.7,1.38,1.75,2.75,9.3,104,98.6
,Keldon Johnson,San,F-G,20.38,5,5.1,10.6,28.7,5.9,2,0.5,14,0.429,1,0,0.4,0.409,2.6,1.2,12.6,0.6,18.8,0,0,0.2,9.7,92.4,109.8
,Stanley Johnson,Tor,F-G,23.75,19,5,10.4,18.2,19.7,6,0.833,17,0.353,13,0.154,0.3,0.352,1.2,1.2,12.1,0.4,11.1,0.21,0.11,0.42,6.7,73,95.6
,Tyler Johnson,Pho,G,27.81,31,16.6,34.6,17.2,11.5,32,0.75,88,0.466,83,0.289,0.45,0.481,5.7,1.7,5.6,1.6,13.5,0.39,0.26,0.77,6,97.8,107.7
,Nikola Jokic,Den,C,25.03,59,32.3,67.3,27,14.9,250,0.816,686,0.593,213,0.329,0.57,0.609,20.8,10,17.2,6.7,34,1.22,0.68,3,13.8,119.5,99.6
,Derrick Jones Jr.,Mia,F,23.04,45,24.6,51.2,13.9,7.4,103,0.796,174,0.649,105,0.276,0.561,0.609,8.8,4.1,9.3,1,6.2,1.09,0.69,0.58,5.4,123.3,102.9
,Damian Jones,Atl,C,24.67,52,16.5,34.4,11.5,11.8,84,0.738,165,0.703,8,0.25,0.688,0.714,5.8,3.8,12.3,0.6,5.3,0.5,0.73,0.54,5.7,136.4,101
,Tyus Jones,Mem,G,23.8,59,18.8,39.3,16.6,11.7,47,0.723,271,0.502,101,0.376,0.519,0.535,7.1,1.5,4.3,4.4,31.6,0.81,0.1,0.88,7.7,115.6,113.8
,DeAndre Jordan,Bro,C,31.61,50,21.7,45.3,14.5,18.4,108,0.694,259,0.668,0,0,0.668,0.687,8.4,9.9,23.4,1.9,13.1,0.36,0.94,1.38,10,127.1,97.4
,Cory Joseph,Sac,G,28.53,59,24.4,50.9,13.1,13.9,54,0.815,223,0.453,126,0.349,0.479,0.507,6.4,2.6,5.9,3.5,19.5,0.71,0.31,1.02,6.4,109.6,108.3
,Mfiondu Kabengele,Lac,F-C,22.54,12,5.4,11.2,23.3,5.5,5,1,12,0.417,20,0.45,0.578,0.614,3.5,0.9,8.8,0.2,4.8,0.17,0.17,0.17,6.4,119,95.6
,Frank Kaminsky,Pho,F-C,26.9,32,22.4,46.7,20.8,9.4,88,0.67,167,0.527,112,0.348,0.525,0.554,11,4.9,12.2,2.2,14.8,0.44,0.31,1.03,8.8,111,104.1
,Enes Kanter,Bos,C,27.78,46,18.2,37.8,19.4,13.5,82,0.707,284,0.592,7,0.143,0.582,0.607,8.6,8,23.6,1,8.2,0.43,0.8,1.11,9,121,96.5
,Luke Kennard,Det,G,23.68,28,32.9,68.6,19.7,10.3,75,0.893,159,0.491,183,0.399,0.548,0.589,15.8,3.5,6,4.1,19.1,0.43,0.21,1.54,7.4,117.3,110.4
,Michael Kidd-Gilchrist,Cha,F,26.43,12,13.3,27.7,17.6,10.9,9,0.778,36,0.361,17,0.294,0.387,0.421,4,2.9,11.9,0.8,9.6,0,0.25,0.58,6.3,91.1,104.5
,Michael Kidd-Gilchrist,Dal,F,26.43,5,9.1,19,5.6,33.3,0,0,3,0.333,1,0,0.25,0.25,0.4,2.8,16.1,0.4,5.2,0.2,0.4,0.4,3.4,70.6,90
,Stanton Kidd,Uta,F,27.95,4,3.8,8,14.3,40,0,0,2,0,1,0,0,0,0,0.8,10.7,0.3,7.8,0,0,0.5,0,,
,Louis King,Det,F,20.9,10,6.2,13,17,8.2,3,0,10,0.4,11,0.364,0.476,0.448,2,1,9.1,0.5,11.7,0.2,0,0.2,6.5,93.2,98.1
,Maxi Kleber,Dal,F,28.08,59,25,52,14.2,8.6,78,0.859,164,0.591,249,0.382,0.58,0.61,9.3,5.3,11.1,1.1,5.9,0.29,1.15,0.71,6.1,124.3,105.3
,Brandon Knight,Cle,G,28.24,16,15.1,31.4,19,14.9,13,0.308,22,0.409,64,0.297,0.436,0.431,4.9,1.3,4.6,1.9,18,0.31,0.13,1,6.1,89.5,111.6
,Brandon Knight,Det,G,28.24,5,19.1,39.7,24.4,22.4,8,0.75,4,0.75,34,0.382,0.592,0.614,10.2,1.4,4.2,3,24.2,0.6,0,2.4,7.3,103.6,107.3
,Kevin Knox II,Nyk,F,20.55,58,18.1,37.7,17.7,8.9,92,0.641,177,0.407,182,0.319,0.443,0.472,6.5,2.8,8.1,0.9,7.6,0.34,0.38,0.67,5.6,96.9,107.8
,John Konchar,Mem,G,23.94,9,8.2,17,10.1,11.2,2,0.5,11,0.909,4,0,0.667,0.661,2.3,1.9,12.2,1,16.2,0.44,0.11,0.22,8,137.8,111.7
,Furkan Korkmaz,Phi,G-F,22.6,59,21.6,45,18.5,7.9,62,0.726,183,0.503,294,0.395,0.558,0.572,9.8,2.3,5.8,1,6.8,0.53,0.24,0.73,5.2,109.1,106.5
,Luke Kornet,Chi,C-F,24.63,36,15.5,32.3,16.3,6.6,28,0.714,79,0.646,108,0.287,0.521,0.539,6,2.3,8.3,0.9,8.6,0.31,0.72,0.39,6,111.4,105.7
,Kyle Korver,Mil,G-F,38.95,47,16.7,34.7,15.3,13.8,31,0.839,48,0.458,189,0.407,0.58,0.6,6.4,2.1,6.1,1.2,8.9,0.4,0.23,0.85,6.1,109.5,98.7
,Rodions Kurucs,Bro,F,22.06,35,12.8,26.7,15.3,20.2,22,0.636,64,0.5,57,0.439,0.574,0.585,4.4,2.5,9.9,0.8,9.3,0.43,0.09,0.94,6.5,101.1,97.5
,Kyle Kuzma,Lal,F,24.6,48,24.5,51.1,23.2,11.9,118,0.729,311,0.514,209,0.316,0.498,0.528,12.6,4.3,9.5,1.3,7.7,0.38,0.4,1.6,6.7,101.1,103.1
,Skal Labissiere,Por,F-C,23.95,33,17.2,35.8,14.3,15.7,33,0.758,134,0.582,13,0.231,0.561,0.588,5.8,5.1,15.3,1.3,10.3,0.21,0.94,0.91,7.8,119.6,100.6
,Jeremy Lamb,Ind,G-F,27.75,46,28.1,58.5,19.7,8.7,110,0.836,321,0.508,158,0.335,0.506,0.547,12.5,4.3,8.5,2.1,10.6,1.17,0.48,1.09,6.9,107.9,102.9
,Romeo Langford,Bos,G-F,20.35,21,11,23,12.2,10.6,21,0.667,30,0.533,20,0.25,0.47,0.515,2.9,1,4.6,0.2,2.3,0.24,0.29,0.33,3,102.4,103.4
,Zach LaVine,Chi,G-F,24.97,59,34.7,72.3,31.7,13.4,329,0.809,699,0.499,476,0.378,0.527,0.57,25.5,4.9,7.7,4.2,21.6,1.46,0.47,3.47,9.3,106.7,108.1
,Vic Law,Orl,F,24.2,3,1.5,3.1,27.7,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Jake Layman,Min,F,25.98,17,24.1,50.2,17.8,11.3,19,0.684,87,0.517,62,0.339,0.513,0.527,9.8,2.8,6,0.8,4.8,0.88,0.53,1.18,4.6,98.3,107.6
,TJ Leaf,Ind,F,22.83,24,7.9,16.5,18.8,8.6,12,0.583,55,0.455,14,0.357,0.471,0.485,3,2.6,18.3,0.3,4.4,0.33,0.13,0.29,6.7,103.3,98.6
,Jalen Lecque,Pho,G,19.71,4,6.6,13.8,19.1,8.4,2,1,6,0.667,4,0,0.4,0.46,2.5,0,0,0.5,10.9,0,0,0.25,0,93.9,112.1
,Courtney Lee,Dal,G,34.41,17,11,22.8,12.4,9.3,2,0.5,16,0.563,32,0.438,0.625,0.624,3.6,1.1,5.3,0.5,6.6,0.47,0.24,0.29,4.6,119.2,104.2
,Damion Lee,Gol,G-F,27.35,43,28.3,59,19.1,11,111,0.883,242,0.463,196,0.357,0.495,0.546,12.4,4.9,9.3,2.6,14.2,0.98,0.12,1.4,7.6,107,108.1
,Alex Len,Atl,C,26.7,40,18.6,38.8,18.7,11.9,81,0.63,205,0.624,56,0.25,0.571,0.588,8.7,5.8,16.6,1.1,8.7,0.5,0.83,1,8.2,114.2,103.7
,Alex Len,Sac,C,26.7,4,17.3,35.9,14,27,5,0.8,14,0.571,0,0,0.571,0.617,5,7.5,24.5,1,8.1,0.5,1.25,1.5,7.7,113.1,96.9
,Kawhi Leonard,Lac,F,28.67,46,32.3,67.3,33.5,11.2,315,0.898,669,0.502,260,0.365,0.515,0.581,27,7.5,12,5.2,28.1,1.85,0.63,2.91,12.6,115,101.2
,Meyers Leonard,Mia,C,28,49,20.1,42,12,13,26,0.654,104,0.625,119,0.429,0.635,0.64,6.1,5,14,1.1,7.7,0.27,0.31,0.71,6.4,116.9,100.7
,Caris LeVert,Bro,G,25.51,33,28.1,58.5,28.5,13.1,119,0.723,348,0.411,149,0.376,0.457,0.491,16.4,3.8,6.9,3.8,22.1,1.15,0.15,2.52,8.8,97.7,105.1
,Damian Lillard,Por,G,29.63,54,37,77,30.6,11,414,0.889,562,0.525,539,0.393,0.557,0.621,29.5,4.4,6.1,7.9,35.3,0.96,0.33,2.93,10.9,125,114.8
,Nassir Little,Por,F-G,20.05,43,12.6,26.3,13.4,8.7,41,0.634,84,0.536,55,0.255,0.475,0.503,3.7,2.5,10.1,0.5,5.1,0.23,0.35,0.35,5.3,107.5,105.2
,Kevon Looney,Gol,F,24.06,19,13,27.1,15.8,14.2,10,0.7,61,0.393,13,0.077,0.345,0.37,3.1,3.2,13.1,0.9,10,0.63,0.32,0.68,6.4,86.3,102
,Brook Lopez,Mil,C,31.91,56,26.6,55.3,17.2,9.2,102,0.833,257,0.556,262,0.29,0.495,0.531,10.7,4.4,8.2,1.6,8,0.71,2.52,1.02,6.4,105.7,96.5
,Robin Lopez,Mil,C,31.91,55,14.2,29.5,16.7,14.9,43,0.535,161,0.609,88,0.33,0.568,0.571,5.6,2.4,8.3,0.7,6.3,0.16,0.71,0.85,5.9,105.3,98.2
,Kevin Love,Cle,F,31.48,50,31.2,65,23.2,14.8,187,0.85,305,0.531,336,0.375,0.548,0.595,17.2,9.6,17,3,15,0.6,0.36,2.52,10.1,110.9,110
,Kyle Lowry,Tor,G,33.93,47,36.5,76,22.8,15.2,261,0.854,281,0.502,380,0.35,0.515,0.583,19.2,4.8,6.9,7.7,30.8,1.3,0.47,2.96,9.8,116.1,100.6
,Timothe Luwawu-Cabarrot,Bro,G-F,24.81,33,15.7,32.6,15.5,13.5,43,0.791,70,0.429,77,0.403,0.52,0.564,5.7,2.3,7.5,0.5,4.4,0.39,0.09,0.79,4.8,104.7,100.5
,Trey Lyles,San,F,24.32,57,18.7,38.9,13.2,10.8,34,0.676,140,0.507,134,0.366,0.527,0.54,5.5,5.6,16.1,1,7.4,0.33,0.39,0.61,6.7,111,106.3
,Daryl Macon,Mia,G,24.25,4,3.5,7.3,15.6,40,0,0,1,0,2,0.5,0.5,0.5,0.8,0,0,0.3,9.5,0,0,0.5,0,,
,J.P. Macura,Cle,G,24.74,1,0.6,1.3,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
,Josh Magette,Orl,G,30.25,8,4.7,9.9,23.9,23.9,2,0.5,11,0.364,4,0.25,0.367,0.378,1.5,0.8,8.4,0.6,19.5,0.38,0.13,0.63,7.6,71,97.8
,Ian Mahinmi,Was,C,33.32,38,21.3,44.3,15.7,14.7,113,0.619,185,0.535,26,0.192,0.505,0.543,7.4,5.8,14.7,1.3,8.1,0.82,1.16,1.18,7.2,109.8,103.4
,Thon Maker,Det,F-C,23.01,56,12.7,26.4,16,16.9,102,0.667,114,0.579,58,0.345,0.558,0.599,4.6,2.8,12.3,0.7,7.7,0.39,0.63,0.79,6.6,111.8,101.4
,Terance Mann,Lac,G-F,23.36,35,7.7,16.1,11.2,19.1,12,0.75,42,0.452,12,0.25,0.435,0.472,1.6,0.9,6.3,1.1,17.9,0.23,0.14,0.4,6.1,100.9,97.9
,Boban Marjanovic,Dal,C,31.54,29,9.1,18.9,26.9,13.3,37,0.73,116,0.578,11,0.273,0.563,0.593,5.9,4,23.1,0.4,7,0.14,0.21,0.76,9.3,113,93.9
,Lauri Markkanen,Chi,F-C,22.77,46,30.3,63.2,21.2,11.1,149,0.826,256,0.516,294,0.344,0.515,0.56,15,6.5,11.8,1.5,7.7,0.85,0.5,1.67,7,107.6,106.9
,Caleb Martin,Cha,F,24.42,12,13.2,27.6,14.1,15.7,7,0.571,25,0.32,15,0.4,0.425,0.441,3.2,2,8.2,1,11.1,0.25,0.33,0.67,5.6,90.7,104.8
,Cody Martin,Cha,F,24.42,42,16.9,35.2,14.1,14.4,56,0.643,107,0.533,64,0.219,0.456,0.491,4.6,3.1,10,1.6,14.1,0.74,0.17,0.79,6.7,102.5,105.4
,Jeremiah Martin,Bro,G,23.69,2,5.5,11.4,15.3,0,0,0,4,0.25,0,0,0.25,0.25,1,0.5,4.7,0.5,12.5,0.5,0,0,4.6,68.5,109.6
,Kelan Martin,Min,F,24.57,27,17.1,35.6,17.5,8.7,26,1,80,0.538,88,0.261,0.461,0.504,6.7,3.3,10,0.7,6.4,0.26,0.33,0.63,5.8,100.6,105.6
,Frank Mason,Mil,G,25.91,4,4.4,9.2,22.7,10.2,4,0.5,3,0,4,0.25,0.214,0.285,1.3,0.5,5.6,1.3,33,0.25,0,0.25,8.6,86.1,94.4
,Garrison Mathews,Was,G,23.35,16,12.6,26.3,14.6,9.8,32,0.906,8,0.625,42,0.429,0.64,0.726,5.8,1.4,6.2,0.6,6.5,0.19,0.06,0.44,5.4,138.7,108.7
,Wesley Matthews,Mil,G,33.38,56,24.5,51.1,12.5,9.4,58,0.759,106,0.481,246,0.378,0.541,0.563,7.6,2.4,4.9,1.5,7.6,0.54,0.16,0.7,4.9,110.5,101.2
,Patrick McCaw,Tor,G,24.35,32,24,49.9,9.8,14.8,16,0.75,83,0.47,60,0.35,0.493,0.51,4.8,2.2,4.9,2.2,12,1.06,0.13,0.81,4.8,106.8,104.2
,CJ McCollum,Por,G,28.44,56,35.9,74.9,26.4,8.4,137,0.745,680,0.484,409,0.384,0.518,0.536,22,4,5.8,4.2,18.8,0.7,0.64,1.89,8,108.9,112.7
,T.J. McConnell,Ind,G,27.93,57,18.9,39.4,17.1,18.4,35,0.829,314,0.529,13,0.308,0.526,0.545,6.5,2.6,7.6,5.1,37.8,0.7,0.19,1.35,9.3,114.1,106.8
,Jalen McDaniels,Cha,F-C,22.08,10,16.9,35.2,14.1,12.9,12,0.75,25,0.48,17,0.412,0.536,0.571,5.4,4.1,13.2,0.4,3.6,0.7,0.2,0.7,4.9,106.6,100.3
,Doug McDermott,Ind,F,28.15,59,20.3,42.2,19.4,6.8,49,0.816,217,0.539,254,0.433,0.599,0.613,10.2,2.5,6.9,1.1,8.2,0.12,0.08,0.61,6,116.5,105.7
,JaVale McGee,Lal,C-F,32.11,55,16.7,34.8,15.3,12.9,69,0.652,254,0.65,6,0.5,0.652,0.661,7,5.9,19.3,0.6,5.2,0.49,1.49,0.78,7,125.7,92.3
,Rodney McGruder,Lac,G,28.59,46,15.6,32.5,10.5,11,26,0.5,75,0.507,76,0.276,0.46,0.468,3.3,2.7,8.8,0.7,5.3,0.48,0.17,0.43,4.7,98.2,101.3
,Alfonzo McKinnie,Cle,F,27.45,37,14.3,29.9,15.1,12.2,29,0.69,93,0.548,59,0.203,0.454,0.479,4.3,2.8,10.6,0.4,3.4,0.57,0.16,0.62,4.7,96.2,104.7
,Jordan McLaughlin,Min,G,23.89,24,19.3,40.2,15.2,11.1,29,0.724,75,0.52,64,0.406,0.561,0.583,7.4,1.7,4.7,4,29.9,1.08,0.17,0.79,7.7,124.1,111.4
,Ben McLemore,Hou,G,27.05,58,23.5,49,15.8,8.6,60,0.75,76,0.711,376,0.396,0.614,0.627,10.3,2.2,5,0.9,5.2,0.62,0.21,0.78,4.7,118.6,106.4
,Jordan McRae,Was,G,28.92,29,22.5,47,24.8,9.7,83,0.771,211,0.441,106,0.377,0.483,0.523,12.8,3.6,8.6,2.8,18.5,0.66,0.52,1.31,9,106.2,110.3
,Jordan McRae,Den,G,28.92,4,8.1,16.8,10.5,0,4,0.75,2,0,4,0.5,0.5,0.58,2.3,1.3,8.6,1,15.5,0.5,0.25,0,7.1,143.2,105.2
,Nicolo Melli,Nor,0,29.09,47,16.5,34.3,15.7,12.9,41,0.756,87,0.609,152,0.395,0.598,0.617,6.7,3,9.7,1.1,9.4,0.53,0.36,0.81,6.8,115.6,103.4
,De'Anthony Melton,Mem,G,21.76,46,18.9,39.4,20.3,16.8,101,0.822,215,0.488,93,0.301,0.477,0.535,8.2,3.7,10.3,3,21.7,1.22,0.3,1.54,9.5,105.4,103
,Chimezie Metu,San,F-C,22.94,16,4.5,9.4,26,11.5,8,0.75,34,0.588,1,0,0.571,0.597,2.9,1.6,19.2,0.4,14,0.06,0.25,0.31,10.9,117.4,109.8
,Khris Middleton,Mil,F,28.55,51,29.9,62.3,25.8,10.7,183,0.907,490,0.549,283,0.438,0.589,0.63,21.1,6.3,10.3,4.2,21.5,0.96,0.14,2,11,121.1,96.7
,Eric Mika,Sac,C,25.15,1,19.1,39.8,8.9,0,2,1,3,0.667,0,0,0.667,0.773,6,7,20.6,0,0,0,0,0,0,170.9,84.3
,CJ Miles,Was,G,32.95,10,16.1,33.5,18.5,5.6,20,0.75,24,0.333,35,0.314,0.415,0.472,6.4,1.2,4,1.2,9.8,1,0.4,0.4,5.2,103.2,111.4
