RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,Jeff Teague,Atl,G,31.72,19,21.3,44.3,17.5,18.2,42,0.881,100,0.41,21,0.286,0.413,0.491,7.2,2.2,5.4,4.3,28.2,0.95,0.21,1.63,7.7,103.3,112.2
,Garrett Temple,Bro,G-F,33.81,53,28.4,59.1,16.6,9.2,71,0.761,174,0.477,337,0.329,0.488,0.51,10.4,3.5,6.3,2.5,12.7,0.81,0.45,1.04,6.3,105.1,106.4
,Daniel Theis,Bos,F,27.9,52,23.2,48.4,14.9,10.5,93,0.753,261,0.628,74,0.311,0.593,0.621,9,6.5,15.1,1.6,9.6,0.63,1.27,0.85,7.8,127.6,93.6
,Isaiah Thomas,Was,G,31.06,40,23.1,48.2,24,14.2,76,0.816,237,0.405,189,0.413,0.5,0.531,12.2,1.7,4,3.7,22.8,0.33,0.15,1.9,7.4,103,114.2
,Khyri Thomas,Det,G,23.81,4,5.4,11.2,13.9,14.5,2,0.5,1,0,4,0.5,0.6,0.595,1.8,0,0,0.3,6.4,0,0,0.25,0,104.8,111.4
,Matt Thomas,Tor,G,25.57,28,10.2,21.3,16.5,9,8,0.75,29,0.517,68,0.5,0.68,0.686,4.9,1.4,7,0.6,8.4,0.25,0,0.36,6.3,124.6,100.9
,Tristan Thompson,Cle,C-F,28.97,55,30.5,63.5,18.2,14,155,0.632,527,0.52,21,0.429,0.525,0.546,12.2,10.2,18.6,2.1,10.4,0.58,0.87,1.82,8.4,111.7,109.6
,Matisse Thybulle,Phi,G-F,22.99,52,19.6,40.9,11.5,15.5,37,0.649,83,0.458,130,0.362,0.509,0.526,4.6,1.5,4.2,1.2,7.9,1.4,0.77,0.81,4.1,101.2,98.6
,Anthony Tolliver,Por,F,34.75,33,16.8,35,11.2,14.3,19,0.684,28,0.464,89,0.337,0.496,0.515,3.9,3.3,10.3,0.9,6.7,0.24,0.27,0.64,5.4,105.5,108.2
,Anthony Tolliver,Sac,F,34.75,9,9.1,18.9,11.7,18.3,2,0.5,2,0.5,15,0.133,0.235,0.252,1,1.2,7.6,0.3,4.6,0.44,0.11,0.44,3.1,56.9,106.8
,Juan Toscano-Anderson,Gol,F,26.89,7,20.2,42.1,14.5,20.7,3,0.667,25,0.52,12,0.5,0.595,0.6,6.6,3.9,10.3,1.9,13.9,1.29,0.43,1.43,7.2,99.8,105.1
,Karl-Anthony Towns,Min,C-F,24.29,35,33.9,70.7,28.8,13.2,226,0.796,345,0.586,277,0.412,0.6,0.642,26.5,10.8,16.8,4.4,23,0.94,1.2,3.14,12.7,120.4,103.8
,Gary Trent Jr.,Por,G-F,21.11,47,19.3,40.2,14.8,4.4,28,0.821,116,0.457,175,0.406,0.548,0.564,7.3,1.6,4.3,0.9,6.4,0.79,0.23,0.3,4.5,117.3,113.4
,Allonzo Trier,Nyk,G,24.12,23,12.1,25.3,21.9,16,43,0.791,52,0.596,50,0.36,0.569,0.62,6.5,1.3,5.5,1.1,14,0.13,0.17,1,7,112.1,108.4
,P.J. Tucker,Hou,F,34.82,58,34.5,71.9,8.8,14.3,44,0.841,112,0.58,235,0.374,0.568,0.588,7.4,6.8,10.3,1.6,5.9,1.14,0.48,1.05,5,117,103.5
,Rayjon Tucker,Uta,G,22.43,14,5.6,11.6,13.6,12.4,5,0.6,13,0.615,6,0,0.421,0.448,1.4,0.9,9.1,0.1,3.5,0.07,0,0.21,3.6,88.4,103.3
,Evan Turner,Atl,G-F,31.34,19,13.2,27.6,16.4,26.2,14,0.857,62,0.403,5,0,0.373,0.424,3.3,2,8.1,2,20.5,0.47,0.42,1.37,7.2,83.3,110.8
,Myles Turner,Ind,C-F,23.93,49,29.1,60.7,17.7,10.6,128,0.75,250,0.528,207,0.338,0.519,0.555,11.6,6.4,12.1,1.2,5.6,0.78,2.02,1.24,6.1,107,102.2
,Jonas Valanciunas,Mem,C,27.81,56,25.9,54,21.6,12.8,140,0.729,520,0.598,77,0.364,0.591,0.613,14.4,10.8,21.9,1.8,10.5,0.45,1.14,1.73,10.1,116.9,101.7
,Denzel Valentine,Chi,G,26.29,30,12.2,25.4,21.7,10.7,5,1,63,0.476,101,0.356,0.512,0.52,5.8,1.9,8.6,1.1,14.6,0.67,0.17,0.67,7.5,100.8,101.2
,Jarred Vanderbilt,Den,F,20.91,9,4.6,9.6,14.7,50,0,0,7,0.714,0,0,0.714,0.714,1.1,0.9,10.7,0.2,6.5,0.33,0.11,0.78,5.1,76.3,95.3
,Jarred Vanderbilt,Min,F,20.91,2,2.6,5.3,15.2,0,2,1,0,0,1,0,0,0.532,1,0.5,10.3,0,0,0,0,0,0,,
,Fred VanVleet,Tor,G,26.01,48,35.8,74.6,21.9,12.2,166,0.843,363,0.43,338,0.388,0.503,0.546,17.6,3.8,5.5,6.6,27.3,1.83,0.27,2.25,8.5,111.7,102.6
,Gabe Vincent,Mia,G,23.71,4,10.2,21.2,20.5,0,0,0,3,0,16,0.25,0.316,0.316,3,0.8,4.1,0.8,10.3,0.25,0,0,4.9,75.5,109.9
,Noah Vonleh,Min,F,24.52,29,12,25,13.8,15.5,28,0.821,72,0.625,14,0.143,0.558,0.605,4.1,4,17.6,0.9,10.8,0.38,0.21,0.62,8.2,119.8,103.2
,Noah Vonleh,Den,F,24.52,3,5.3,11,16,34,2,0.5,2,1,1,1,1.167,1.031,2.7,2,20.9,0.3,9.3,0,0,0.67,8.9,125.9,98.2
,Nikola Vucevic,Orl,C,29.35,48,32.3,67.3,25.9,7.1,126,0.77,576,0.517,230,0.33,0.511,0.535,19.2,10.8,17.7,3.7,20.3,0.9,0.94,1.38,11.3,112,101.5
,Dean Wade,Cle,F-C,23.27,10,5.4,11.2,10.7,22.3,1,0,7,0.714,3,0.667,0.8,0.766,1.6,1.6,16.5,0.1,2.6,0.2,0.3,0.3,4.7,114.4,100.5
,Moritz Wagner,Was,F-C,22.84,31,19.5,40.7,19.8,17.7,70,0.8,142,0.676,65,0.354,0.63,0.667,10.2,5.5,15.2,1.4,10.1,0.58,0.52,1.65,8.8,116.2,98.3
,Dion Waiters,Mia,G,28.22,3,14,29.2,30.7,10.2,1,0,9,0.222,17,0.471,0.538,0.53,9.3,3.7,14.7,1,12.3,0,0.67,1,9.3,93.7,98.8
,Lonnie Walker IV,San,G-F,21.21,49,14.2,29.6,18.9,9.8,54,0.722,186,0.446,65,0.4,0.486,0.515,5.8,2.1,8,0.8,7.9,0.49,0.24,0.61,6,101,107.2
,Kemba Walker,Bos,G,29.81,46,32.2,67.1,27.8,10.1,209,0.866,371,0.474,402,0.388,0.53,0.579,21.8,4.1,6.9,5,24.6,0.98,0.54,2.11,9.5,116.9,106.9
,Tyrone Wallace,Atl,G,25.72,14,11.5,23.9,15.9,16.3,17,0.647,29,0.448,15,0.067,0.33,0.389,2.9,1.6,7.4,0.9,10.8,0.5,0.07,0.71,5.6,79.7,106.3
,Derrick Walton Jr.,Lac,G,24.91,23,9.6,20.1,8.2,9.1,9,0.778,15,0.533,21,0.429,0.597,0.626,2.2,0.7,3.5,1,12.6,0.17,0,0.17,4.8,132.3,105
,Derrick Walton Jr.,Det,G,24.91,2,6.6,13.6,6.6,0,0,0,0,0,2,0,0,0,0,0.5,4.3,1.5,28,0.5,0,0,0,76,114.8
,Brad Wanamaker,Bos,G,30.6,57,19.1,39.7,15.8,15.5,106,0.925,211,0.441,81,0.395,0.483,0.561,6.7,2,5.7,2.7,19,0.74,0.19,1.09,6.9,113.5,101.5
,T.J. Warren,Ind,F,26.48,56,32.3,67.3,22.7,7.5,175,0.806,620,0.568,166,0.373,0.566,0.597,18.4,3.8,6.5,1.4,6.6,1.21,0.46,1.25,5.7,114,104.3
,P.J. Washington,Cha,F,21.52,52,30.3,63.1,18.1,13.1,119,0.647,326,0.503,187,0.38,0.527,0.547,11.9,5.5,9.8,2.1,11.2,0.96,0.77,1.63,6.8,103.7,105.5
,Yuta Watanabe,Mem,G-F,25.38,11,6.3,13.2,14.1,4.2,6,0.333,15,0.333,5,0.4,0.4,0.398,1.6,1,8.3,0.3,5.5,0.09,0.09,0.09,5,88.6,106.7
,Tremont Waters,Bos,G,22.13,9,8.1,16.9,22.6,20.7,6,1,13,0.615,15,0.133,0.393,0.457,3.1,0.8,5.2,1.1,19,0.56,0.22,0.89,6.9,86.4,95.2
,Paul Watson,Atl,G,25.17,2,8.8,18.2,16.6,0,0,0,4,0,3,0,0,0,0,1,6.1,1.5,20.5,0.5,0,0,0,27,112.2
,Paul Watson,Tor,G,25.17,3,2.8,5.8,9.6,0,2,0.5,0,0,1,0,0,0.266,0.3,0.7,12.5,0.7,28.3,0,0.33,0,7.5,,
,Quinndary Weatherspoon,San,G,23.47,1,3.6,7.5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Russell Westbrook,Hou,G,31.29,48,35.9,74.8,34.3,14.5,305,0.787,901,0.516,189,0.249,0.491,0.535,27.3,7.9,11.6,7.2,35.7,1.67,0.33,4.33,12.9,107.1,101.6
,Coby White,Chi,G,20.03,59,24.9,51.8,23.7,11.4,112,0.777,348,0.417,326,0.356,0.473,0.501,12.3,3.5,7.8,2.4,15.3,0.75,0.1,1.58,7.5,98.8,107.7
,Derrick White,San,G,25.66,55,23.9,49.7,17.9,11.4,149,0.846,275,0.505,141,0.355,0.514,0.575,10.1,3.1,7,3.3,19.3,0.58,0.8,1.13,7.9,116.8,108.5
,Hassan Whiteside,Por,C,30.71,55,31.1,64.8,19.7,13.4,201,0.692,594,0.611,5,0.6,0.614,0.636,15.9,14.2,23.6,1.2,6.1,0.4,3.07,1.93,8.3,122.6,102.5
,Andrew Wiggins,Min,F,25.01,42,34.7,72.2,27.9,10.7,207,0.72,515,0.505,275,0.331,0.502,0.535,22.4,5.2,7.9,3.7,18.2,0.69,0.86,2.52,8.7,104.4,110.5
,Andrew Wiggins,Gol,F,25.01,6,32.1,66.9,24.5,10.8,27,0.741,61,0.508,26,0.423,0.546,0.582,19.2,3.5,5.9,2.8,15.4,1.5,1.5,2,7.1,109.8,112.3
,Robert Williams III,Bos,C-F,22.37,19,14.1,29.5,11.3,22.5,14,0.571,49,0.673,0,0,0.673,0.671,3.9,4.6,17.4,1.1,10.6,0.95,1.11,0.84,7.7,121,92.1
,Nigel Williams-Goss,Uta,G,25.45,9,3.1,6.4,15.6,20.2,2,1,5,0.2,2,0,0.143,0.254,0.4,0.6,9.9,0.6,22.6,0.11,0.11,0.22,6.8,,
,Grant Williams,Bos,F,21.25,56,15.6,32.4,11.7,18.5,51,0.725,97,0.536,75,0.267,0.477,0.517,3.6,2.7,9.2,1,8.4,0.43,0.55,0.79,5.5,104.6,94.8
,Johnathan Williams,Was,F,24.77,11,12.3,25.5,9.6,12.8,5,0.6,23,0.696,2,0,0.64,0.643,3.2,3.9,17.3,0.5,5.8,0.09,0.55,0.36,6,131.1,110.6
,Kenrich Williams,Nor,G-F,25.24,35,22.3,46.4,9.2,12,24,0.375,47,0.511,96,0.26,0.43,0.43,3.8,5.1,12.1,1.5,8.4,0.71,0.6,0.6,5.5,102.2,104.2
,Lou Williams,Lac,G,33.34,56,29.6,61.7,28.7,14.6,306,0.866,563,0.442,283,0.36,0.475,0.545,19.1,3.1,5.4,5.8,30.2,0.64,0.18,2.98,9.5,108.5,108.1
,Marvin Williams,Cha,F,33.7,41,19.7,41,13.9,9.7,50,0.86,93,0.538,117,0.376,0.552,0.593,6.7,2.7,7.4,1,7.8,0.61,0.56,0.61,5.3,115.2,106.8
,Marvin Williams,Mil,F,33.7,6,17,35.5,10.8,3.7,2,1,7,0.714,18,0.333,0.56,0.58,5,4,11.6,1,7.3,1.33,0.17,0.17,6.4,125.8,90.1
,Zion Williamson,Nor,F,19.65,14,28.6,59.5,31,11.9,115,0.626,203,0.591,12,0.417,0.593,0.616,23.4,6.8,12.5,2.3,14.2,0.79,0.36,2.57,10,115.5,110.5
,D.J. Wilson,Mil,F-C,24.03,29,8.8,18.3,17.5,13,9,0.667,42,0.571,48,0.25,0.467,0.479,3.1,2,11.4,0.7,10.2,0.07,0.17,0.48,7.4,95.3,96.6
,Justise Winslow,Mia,G-F,23.93,11,32,66.7,20.6,14.6,27,0.667,102,0.431,27,0.222,0.411,0.44,11.3,6.6,11.6,4,18.5,0.73,0.45,2.18,8.4,93.2,101.2
,Christian Wood,Det,F,24.42,57,20,41.7,22.4,11.9,220,0.755,304,0.625,117,0.376,0.608,0.655,11.9,6,17,0.9,7.3,0.51,0.89,1.23,8,122.7,105.4
,Delon Wright,Dal,G,27.84,58,21.2,44.1,15.1,12.5,84,0.786,241,0.515,101,0.366,0.525,0.561,7.3,3.8,9.3,3.3,21.3,1.03,0.33,0.93,8.5,122,107
,Justin Wright-Foreman,Uta,G,22.34,1,1.5,3.1,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
,Thaddeus Young,Chi,F,31.69,58,24.5,51.1,19.7,14.2,61,0.59,341,0.493,196,0.367,0.514,0.521,10.1,4.8,10.9,1.7,11,1.31,0.34,1.6,7.1,100,104.3
,Trae Young,Atl,G,21.44,55,35.4,73.7,34.9,16,512,0.859,627,0.504,521,0.367,0.525,0.599,29.9,4.3,6.6,9.3,45.8,1.13,0.13,4.76,12,114.1,114.8
,Cody Zeller,Cha,C,27.4,53,23.1,48.1,20.9,11.3,156,0.679,377,0.57,72,0.236,0.536,0.567,11.1,7.1,16.7,1.5,10.9,0.68,0.45,1.25,8.5,113.9,102.7
,Ante Zizic,Cle,C,23.15,19,9.7,20.3,17.5,13.2,16,0.875,59,0.61,0,0,0.61,0.651,4.5,3.1,17.7,0.3,5.1,0.37,0.26,0.53,6.6,120,101.4
,Ivica Zubac,Lac,C,22.95,59,18,37.6,16.6,11.7,126,0.746,319,0.592,2,0,0.589,0.627,8,7.2,20.5,1.1,8.8,0.19,0.95,0.85,8.9,128.1,95
