2020-2021 NBA Player Stats | NBAstuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,Harry Giles III,Por,F-C,22.69,1,4.5,9.4,19.5,0,0,0,1,0,1,1,0.75,0.75,3,2,24.3,0,0,0,1,0,9.7,116.6,95.8
,Shai Gilgeous-Alexander,Okc,G-F,22.47,3,34.7,72.3,29.6,19.1,19,0.789,35,0.571,16,0.313,0.539,0.59,23.3,5.7,8.6,7.7,36,0.33,0.67,4.67,11.6,107,103.4
,Anthony Gill,Was,F,20,1,3.4,7.1,12.1,0,0,0,0,0,1,1,1.5,1.5,3,0,0,0,0,0,0,0,3.9,105,98.8
,Rudy Gobert,Uta,C,28.51,3,31.3,65.3,17.5,17.4,12,0.667,28,0.75,0,0,0.75,0.751,16.7,14.7,24.3,2.7,13.6,0.67,1.67,2.33,11,136.3,92.2
,Brandon Goodwin,Atl,G,25.24,2,12.6,26.3,17.8,9.3,4,0.5,3,0,5,0.4,0.375,0.41,4,1,4.1,2,20.9,0,0,0.5,7.9,84.6,103.8
,Aaron Gordon,Orl,F,25.29,4,24.4,50.8,20.3,10.4,14,0.643,27,0.667,10,0.2,0.568,0.591,12.8,6.8,14.5,1.3,7.2,1.25,0.25,1.25,10.2,113.2,98.9
,Devonte' Graham,Cha,G,25.85,3,35.5,73.9,19.4,8,5,0.6,19,0.263,25,0.32,0.386,0.4,12.3,4.7,6.7,7.7,29,1,0,1.33,8.6,95.6,105.4
,Jerami Grant,Det,F,26.8,4,37.2,77.4,22.5,6.2,21,0.857,36,0.556,30,0.367,0.553,0.605,22.8,6,8.6,1.8,7.9,1,1.5,1.25,6,98.5,96.5
,Danny Green,Phi,G,33.52,4,23.1,48.1,12.2,18.6,2,1,6,0.667,15,0.2,0.405,0.434,4.8,2.5,5.7,1.5,9.4,2,0.75,1.25,4.5,99.4,95
,Javonte Green,Bos,G-F,27.44,2,12.4,25.7,15.5,11.1,0,0,5,0.6,3,0.333,0.563,0.563,4.5,2.5,11.6,0.5,5.8,0,0,0.5,4.7,132,118.1
,Jeff Green,Bro,F,34.34,4,17.1,35.5,8.6,7.1,0,0,6,0.667,7,0.429,0.654,0.654,4.3,1.3,3.6,1,8.3,0.5,0.25,0.25,4.2,127.9,94.2
,Josh Green,Dal,G,20,3,5.7,11.9,15.4,17,2,1,4,0.5,0,0,0.5,0.615,2,0.7,6.5,0.7,16.2,0,0,0.33,5.7,98.8,106.1
,Blake Griffin,Det,F,31.79,3,32.1,66.9,19.5,11.1,7,0.714,14,0.5,23,0.435,0.595,0.611,16.3,6,10,3,14.8,1.33,0.33,1.67,8.8,107.9,98.6
,Tyrese Haliburton,Sac,G,20,4,26.9,56,12.1,9.8,6,1,9,0.667,16,0.5,0.72,0.76,10.5,2,4.1,5.3,27.4,0.75,0.5,0.75,7.5,128.1,107
,Josh Hall,Okc,F,20,1,0.8,1.7,52.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,R.J. Hampton,Den,G,20,2,2.3,4.7,9.6,0,0,0,1,1,0,0,1,1,1,0.5,13.1,0,0,0,0,0,7.5,82.3,92.2
,Tim Hardaway Jr.,Dal,G-F,28.79,3,25.9,54,22.9,0,8,0.5,15,0.4,21,0.381,0.5,0.506,13.3,4.3,9.4,1.3,7.9,1,0,0,6.5,105.2,104.4
,James Harden,Hou,G,31.35,2,37.4,77.9,34.2,15.5,25,0.92,16,0.688,22,0.5,0.724,0.796,39,5,7.6,12.5,62.2,1,0,4.5,14.2,130.5,106.8
,Maurice Harkless,Mia,F-G,27.64,3,12,24.9,8.7,28.6,0,0,2,0,3,0.333,0.3,0.3,1,1.3,6.8,0.3,3.6,0,0,0.67,4,68.7,95.1
,Montrezl Harrell,Lal,F-C,26.93,4,26.9,56,18.2,10.7,15,0.667,33,0.758,2,0,0.714,0.721,15,6,12.4,2,10.5,0.5,0.5,1.25,8.4,136.4,99.4
,Gary Harris,Den,G,26.29,4,31.1,64.7,14,9.9,3,0.667,18,0.722,17,0.176,0.5,0.509,9.3,1.8,3.3,1.5,6.4,1.25,0.25,1,4.8,95.8,107.1
,Joe Harris,Bro,G-F,29.31,4,30.3,63.1,15.9,10.9,4,0.75,19,0.421,20,0.45,0.551,0.564,11.5,4.5,7.4,1.5,7.4,0.25,0.25,1.25,5.5,109.3,98.2
,Tobias Harris,Phi,F,28.46,4,31.9,66.4,22.5,10.2,10,0.9,37,0.486,20,0.4,0.526,0.562,17.3,8.3,13.7,2.5,14,1.25,1.25,1.75,8.9,109.9,95.7
,Shaquille Harrison,Uta,G,27.23,1,2.8,5.8,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4.4,99.5,76.8
,Josh Hart,Nor,G,25.82,4,27.6,57.4,11.5,6.8,10,0.7,10,0.7,13,0.308,0.565,0.602,8.3,7.5,15.2,0.3,1.4,0.75,0,0.5,4.3,112.9,95.9
,Isaiah Hartenstein,Den,C-F,22.66,4,9.3,19.3,29.6,19.6,8,0.5,17,0.471,0,0,0.471,0.487,5,3.8,23.8,0.5,8.1,0.25,0.75,1.25,9.1,91.5,81
,Jaxson Hayes,Nor,C-F,20.6,4,9.6,20.1,8.8,38.1,2,1,4,0.5,0,0,0.5,0.615,1.5,2.8,16,0.8,11,0.25,0.5,0.75,6.2,112.3,97.4
,Killian Hayes,Det,G,20,4,21.8,45.3,19.1,25.1,2,0.5,16,0.313,13,0.231,0.328,0.335,5,1.5,3.7,3.5,22.5,0.5,0,2.5,5.5,66.3,98.9
,Gordon Hayward,Cha,F,30.77,3,35.5,74,22.8,8.5,7,0.857,35,0.629,16,0.375,0.608,0.629,22.7,4.7,6.7,7,32.6,1.67,0,1.67,10.2,121.9,101.8
,Juancho Hernangomez,Min,F,25.26,4,12.2,25.5,17,9.8,3,0.333,7,0.286,10,0.1,0.206,0.218,2,3.3,13.8,0,0,0.5,0.25,0.5,5.6,75.5,104.7
,Willy Hernangomez,Nor,C-F,26.59,1,7.1,14.8,16.8,0,4,0.25,1,0,0,0,0,0.181,1,4,31.5,1,18.5,0,0,0,8.6,121.7,97.1
,Tyler Herro,Mia,G,20.94,3,32.5,67.8,23,15.8,6,0.833,23,0.522,17,0.353,0.525,0.551,15.7,3.7,6.9,4.7,22.8,0.67,0,2.67,8.2,102,111.9
,Buddy Hield,Sac,G,27.04,4,36.1,75.2,19.7,10.4,12,0.833,21,0.381,34,0.382,0.5,0.539,16.3,4,6.2,2.3,8.9,0.75,0.25,1.75,5.9,100.3,103.2
,George Hill,Okc,G,34.66,2,24.6,51.1,23.2,7.4,7,0.714,14,0.643,8,0.5,0.682,0.698,17.5,4.5,9.6,3.5,24.2,1.5,0,1,9.5,146.5,105.9
,Solomon Hill,Atl,F,29.79,3,20.4,42.6,13.9,19.6,1,1,3,0.333,13,0.385,0.531,0.547,6,2.3,6,0,0,0.33,0.67,1.33,4,102.5,99.8
,Aaron Holiday,Ind,G,24.25,4,18.1,37.7,17.6,13.3,0,0,16,0.563,10,0.2,0.462,0.462,6,2,6.3,1.8,11.9,1.5,0.25,1,5.3,90.6,97.9
,Jrue Holiday,Mil,G,30.55,4,29.5,61.4,21.1,14.8,4,1,30,0.733,20,0.35,0.65,0.667,17.3,4.3,7.8,5.3,24.3,1.75,0.75,2.25,9.7,117,107.7
,Justin Holiday,Ind,F-G,31.74,4,26.9,56,13.4,11.7,7,0.714,13,0.846,14,0.214,0.574,0.598,9,2.8,5.8,0.8,3.3,1.75,0.25,1,4.9,108,101.9
,Richaun Holmes,Sac,F,27.21,4,26,54.1,16.5,19.7,8,0.875,29,0.655,0,0,0.655,0.692,11.3,8.5,18.3,1.3,7.3,1.25,0.75,2,7.4,104.6,93.2
,Rodney Hood,Por,G-F,28.19,3,15,31.3,12.6,15.4,0,0,7,0.143,4,0.5,0.364,0.364,2.7,1.3,4.9,2,16.9,1,0,0.67,5.8,87.9,115.3
,Talen Horton-Tucker,Lal,G,20.09,4,12,25.1,23.3,7.5,6,1,14,0.5,8,0.375,0.523,0.588,7.3,1.5,6.9,1.3,14.2,1,0.5,0.5,9,116.9,92.6
,Dwight Howard,Phi,C-F,35.06,4,13.4,28,17.5,35.8,3,0.667,13,0.769,0,0,0.769,0.768,5.5,5.5,21.7,0.5,6.4,0.25,0.75,2,7.2,98.8,77.7
,Markus Howard,Den,G,20,2,0.5,0.9,47.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
,Kevin Huerter,Atl,G-F,22.34,3,26.8,55.8,19.2,10.8,7,0.857,14,0.5,16,0.438,0.583,0.62,13.7,2.3,4.5,3.3,18.7,1,0,1.33,7.7,97.5,100.4
,Elijah Hughes,Uta,G,20,1,3.2,6.7,35.3,0,4,0.75,1,0,0,0,0,0.543,3,1,16.2,1,36.9,0,0,0,8,119.3,104.1
,De'Andre Hunter,Atl,F-G,23.08,3,31.1,64.7,15.7,14.2,5,0.6,16,0.5,12,0.5,0.607,0.613,12.3,6.7,11.2,2.3,10.9,0,0.67,1.67,6.3,108.5,100.9
,Chandler Hutchison,Chi,F-G,24.68,4,13,27.1,15.4,15.1,2,1,13,0.308,3,0.333,0.344,0.385,3.3,4.3,17.8,1,11.1,0.5,0,0.75,7,98.3,96.5
,Serge Ibaka,Lac,F,31.28,4,20.8,43.3,24.8,6.5,10,0.7,28,0.714,11,0.364,0.667,0.68,14.8,6.3,17.5,1.8,15.7,0,1.25,0.75,9.9,123.9,101.5
,Andre Iguodala,Mia,G-F,36.92,2,21.6,44.9,12.4,41.7,0,0,2,0,5,0.4,0.429,0.429,3,5.5,15.6,1.5,9.1,1,0.5,2.5,5.9,79.1,100.5
,Joe Ingles,Uta,F-G,33.24,3,24.3,50.7,17,23.1,3,1,7,0.714,15,0.333,0.568,0.6,9.3,3.7,7.8,3.3,19.3,0.67,0.33,2.33,7.3,91.3,93.7
,Brandon Ingram,Nor,F,23.33,4,34.5,71.8,29.4,14.9,23,0.826,46,0.478,24,0.417,0.529,0.58,23.3,7,11.4,6.5,35.7,1,0.5,3.5,11.3,111.9,100.9
,Kyrie Irving,Bro,G,28.77,3,31.7,66,28.1,9.4,8,1,29,0.655,25,0.56,0.741,0.765,29.3,4.3,6.8,6,41.1,0.67,0,2,11.5,140.5,94.5
,Wes Iwundu,Dal,F,26.03,2,7,14.6,22.6,0,0,0,5,0.8,2,0,0.571,0.571,4,0.5,4,0,0,0.5,0,0,6.4,88.2,102
,Josh Jackson,Det,G-F,23.89,4,26.3,54.7,26.3,10.6,14,0.643,31,0.677,22,0.273,0.566,0.583,17.3,6,12.2,2,13.9,1,0.75,1.75,8.9,104.2,89.6
,Reggie Jackson,Lac,G,30.71,4,15.9,33,18.9,7.4,2,0.5,9,0.444,15,0.333,0.479,0.482,6,2.3,8.3,2,18.5,1,0.25,0.5,7.9,92.3,105.5
,Justin James,Sac,G-F,23.93,1,2.8,5.8,0,,0,0,0,0,0,0,,,0,0,0,1,42.4,0,0,0,6.1,92,90.4
,LeBron James,Lal,F,36,4,30.5,63.5,32.1,16.1,23,0.739,40,0.55,28,0.357,0.544,0.582,22.8,7.5,13.7,6.5,31.6,1,0.25,3.75,13.6,108,99.8
,Isaiah Joe,Phi,G,20,1,7.1,14.8,11.8,0,0,0,1,1,1,0,0.5,0.5,2,1,7.5,1,22.5,1,0,0,5,89.7,98.6
,Cameron Johnson,Pho,F,24.82,4,23.5,49,21.2,0,10,1,16,0.688,25,0.4,0.634,0.683,15.5,2.5,5.8,0.8,5.1,1,0.5,0,5.2,119.6,103.6
,James Johnson,Dal,F,33.86,3,15.3,31.9,10,9.8,5,0.8,4,0.25,3,0.333,0.357,0.489,3,4,14.6,2.7,22,1.33,0,0.33,8.6,113.4,94.1
,Keldon Johnson,San,F-G,21.22,3,30.4,63.4,20.7,13.1,11,0.818,25,0.48,10,0.3,0.471,0.527,14,8.3,13.5,2.7,11.5,1.67,1,2,8.9,100.2,103.4
,Nikola Jokic,Den,C,25.86,4,38.3,79.7,26.2,25.8,30,0.8,46,0.674,10,0.4,0.661,0.708,24.5,11.8,18.1,13.5,53.9,1.5,1,6,16.4,123.8,101
,Damian Jones,Pho,C,25.5,4,7.6,15.8,7.3,40,0,0,3,0.333,0,0,0.333,0.333,0.5,1.5,10.9,0,0,0.25,0.5,0.5,5.7,118.9,82.6
,Tyus Jones,Mem,G,24.64,3,21.4,44.7,16.3,11.8,3,0.667,16,0.438,5,0,0.333,0.358,5.3,2.3,5.5,2.7,16.6,0.67,0.33,1,6,79.7,107.3
,Derrick Jones Jr.,Por,F,23.87,3,32.9,68.5,12.2,7.3,8,0.625,12,0.25,10,0.3,0.341,0.392,6.7,4,6.7,0.7,2.6,0.33,1.33,0.67,4.9,106.2,112.8
,DeAndre Jordan,Bro,C,32.44,4,21.3,44.4,10.7,46.2,6,0.167,9,0.667,0,0,0.667,0.558,3.3,9.8,22.7,2.5,15.9,0.25,2,2.5,8.1,85.9,81
,Cory Joseph,Sac,G,29.36,4,23.1,48,16.7,11,10,0.8,16,0.438,12,0.333,0.464,0.525,8.5,2,4.8,2.3,13.5,0.75,0.75,1,6.4,111.4,99.7
,Mfiondu Kabengele,Lac,F-C,23.38,4,6.2,12.8,17.9,20.2,2,1,2,0,5,0.2,0.214,0.317,1.3,1,9.5,0,0,0.25,0,0.5,4.4,84.5,98.2
,Frank Kaminsky,Pho,F-C,27.74,3,9.5,19.9,25.9,5.9,2,0.5,12,0.417,3,0.333,0.433,0.441,4.7,1.7,9.6,0.7,11,0,0.33,0.33,7.5,91.3,105.6
,Enes Kanter,Por,C,28.61,3,22.1,46,15.8,8.4,2,1,21,0.81,0,0,0.81,0.823,12,10.3,25.7,0,0,0.33,0.33,0.67,8.3,124.6,101.3
,Luke Kennard,Lac,G,24.52,4,24.6,51.3,18,17.6,2,1,15,0.467,17,0.353,0.5,0.517,8.5,3.3,7.7,2.3,13.2,0.75,0.25,1.75,6.6,94.9,107.3
,Maxi Kleber,Dal,F,28.92,3,21.2,44.2,11.7,6.1,8,1,1,0,11,0.364,0.5,0.644,6.7,4.3,11.4,0.7,4.1,0.67,0.33,0.33,5.6,161.6,100.6
,Nathan Knight,Atl,F-C,20,2,6.9,14.3,37.1,24.6,5,0.8,4,0.5,3,0.667,0.714,0.761,7,3,22.8,0,0,0,0,1.5,0,112.8,86.3
,Kevin Knox II,Nyk,F,21.39,4,22.4,46.7,13.1,18.2,1,0,12,0.5,10,0.4,0.545,0.535,6,3,7,1.3,8.3,0.75,0.5,1.25,5.1,92.9,94
,John Konchar,Mem,G,24.77,2,15.8,32.8,11.5,11.4,4,1,2,0.5,4,0.25,0.417,0.58,4.5,3,9.6,0,0,1.5,0.5,0.5,7.1,97.6,94.6
,Furkan Korkmaz,Phi,G-F,23.44,3,18.3,38.1,23.6,19.4,2,1,8,0.25,16,0.25,0.333,0.362,6,2,5.8,1,8.3,0.67,0.67,2,5.9,80.5,99
,Rodions Kurucs,Bro,F,22.9,2,4.6,9.5,9.2,0,0,0,1,0,1,1,0.75,0.75,1.5,1,10.9,0,0,0,0,0,6.8,122.9,95.5
,Kyle Kuzma,Lal,F,25.44,4,25.2,52.5,20.4,10.2,2,1,22,0.5,21,0.476,0.605,0.615,13.5,2.5,5.5,1.3,6.8,0,1.25,1.25,6.2,108.9,103.9
,Zach LaVine,Chi,G-F,25.81,4,31.8,66.3,31,18.3,23,0.87,37,0.568,33,0.333,0.536,0.593,23.8,3.8,6.4,3,17.5,2,0.5,4.5,9.4,109.7,100
,Jake Layman,Min,F,26.82,4,14.5,30.2,11.9,5.9,2,1,12,0.5,3,0,0.4,0.441,3.5,1.3,4.5,0.5,4.8,0.5,0.5,0.25,3.5,109.5,105.1
,Caris LeVert,Bro,G,26.35,4,26.9,55.9,31.9,14.7,8,0.875,43,0.465,23,0.304,0.462,0.489,17,4.8,8.8,5.8,38.5,2,0.75,3,11.6,97.3,92.7
,Jalen Lecque,Ind,G,20.55,1,2.1,4.4,20.1,0,0,0,1,0,0,0,0,0,0,2,54.4,0,0,0,0,0,5.8,76.9,96.3
,Damion Lee,Gol,G-F,28.19,4,17.7,36.8,11.9,4.7,3,1,4,0.25,15,0.6,0.763,0.787,8,3.5,9.8,1.3,11,0.75,0,0.25,7.4,151.2,105.6
,Alex Len,Tor,C,27.54,1,21.2,44.2,11.5,68,2,0,1,1,0,0,1,0.532,2,5,12.1,2,12.7,0,1,4,5.2,79.5,85
,Kawhi Leonard,Lac,F,29.5,2,32.2,67.1,33.5,10.3,8,1,28,0.536,12,0.25,0.488,0.54,23.5,3.5,6.3,5,28.6,3,0.5,2.5,9.2,99.6,103.7
,Meyers Leonard,Mia,F-C,28.84,2,10.9,22.7,14.3,14.3,0,0,0,0,6,0.5,0.75,0.75,4.5,1.5,8.4,0.5,6.8,0,0,0.5,5.7,106.8,96.1
,Kira Lewis Jr.,Nor,G,20,1,9.6,20,31.5,0,0,0,5,0.4,2,0,0.286,0.286,4,0,0,1,18.9,1,0,0,5.2,98.2,106.5
,Damian Lillard,Por,G,30.46,3,37.1,77.4,28.4,15.2,12,0.917,26,0.538,30,0.367,0.545,0.587,24,4.3,6.4,7,30,0.67,0.67,3.67,9,107.4,116
,Kevon Looney,Gol,F,24.9,4,15.3,31.8,11.7,11,5,0.8,12,0.5,2,0,0.429,0.494,4,3.5,11.4,2,19.1,0.25,0,0.5,8,105.3,94.1
,Brook Lopez,Mil,C,32.75,4,22,45.8,13.1,10.7,7,1,11,0.727,11,0.364,0.636,0.698,8.8,2.8,6.7,0,0,0.25,1.25,0.75,4.2,112.3,108.4
,Robin Lopez,Was,C,32.75,4,15.9,33.1,14.3,22.5,5,0.4,14,0.571,1,1,0.633,0.61,5.3,4.3,14.3,0,0,0,0.5,1.25,3.4,83.3,98.7
,Kevin Love,Cle,F-C,32.31,2,23.2,48.3,21.4,12.9,5,0.8,9,0.333,9,0.333,0.417,0.47,9.5,6,14,2.5,14.7,0.5,0,1.5,8.3,90.3,101
,Kyle Lowry,Tor,G,34.77,3,37.1,77.3,23.1,19.4,11,1,22,0.455,23,0.391,0.522,0.582,19.3,3,4.2,9.7,42,1.33,0,4,8.9,110.7,100.3
,Timothe Luwawu-Cabarrot,Bro,G-F,25.64,4,15.3,31.8,25.3,16.4,6,1,12,0.583,16,0.438,0.625,0.669,10.3,2,6.5,0.5,5.7,0.75,0.25,1.5,5.7,108.2,94
,Trey Lyles,San,F,25.15,2,5.1,10.6,8.1,0,0,0,0,0,2,0.5,0.75,0.75,1.5,1.5,14.5,0.5,11.9,0,0,0,6.2,66.2,105.1
,Thon Maker,Cle,F-C,23.84,1,5.9,12.3,14.5,50,0,0,1,1,0,0,1,1,2,2,18.4,0,0,0,0,1,5.9,77.1,90.7
,Theo Maledon,Okc,G,20,3,20.1,41.9,17.2,36.5,6,0.5,5,0.8,8,0.25,0.538,0.543,5.7,0.3,0.9,2.3,15.4,1,0,3,5.8,95.6,102.6
,Terance Mann,Lac,G-F,24.2,4,13.6,28.4,14.7,11.1,0,0,14,0.357,2,0,0.313,0.313,2.5,1.8,7.5,1.3,12.5,0,0.25,0.5,5.3,72.6,108.4
,Boban Marjanovic,Dal,C,32.37,2,8.7,18,25.8,10.1,2,0,6,0.833,2,0,0.625,0.563,5,3,19.4,0,0,0,0,0.5,7.4,90.8,94.7
,Lauri Markkanen,Chi,F-C,23.61,4,26.5,55.2,22.4,11.9,18,0.778,21,0.524,23,0.478,0.625,0.664,17.3,6.8,13.9,1.3,8.1,0.5,0.25,1.75,7.6,99.6,103.8
,Cody Martin,Cha,F,25.26,3,18.3,38.1,7.8,9.6,1,1,6,0.667,3,0,0.444,0.477,3,4.3,12.1,3,20.6,0,0,0.33,6.6,95.7,101.9
,Kelan Martin,Ind,F,25.41,1,2.1,4.4,20.1,0,0,0,1,1,0,0,1,1,2,0,0,0,0,1,0,0,6.4,87.9,100.4
,Garrison Mathews,Was,G,24.18,1,0.4,0.8,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,127.9,107
,Wesley Matthews,Lal,G,34.21,4,15.2,31.6,9.3,7.4,1,0,4,1,8,0,0.333,0.322,2,0.8,2.8,1.3,9.5,0.5,0.25,0.25,4.2,83.2,99.5
,Tyrese Maxey,Phi,G,20,4,12.4,25.7,20.4,12.5,0,0,16,0.438,5,0,0.333,0.333,3.5,1,4.3,1.8,22.7,0.25,0,0.75,6,75.8,105.2
,Skylar Mays,Atl,G,20,1,5.1,10.6,8.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,,
,CJ McCollum,Por,G,29.28,3,38.3,79.8,29.7,2.6,11,0.909,36,0.444,35,0.429,0.542,0.574,29,3.3,4.8,7.3,32.9,1.33,0.67,0.67,9,112.8,112.8
,T.J. McConnell,Ind,G,28.76,4,18,37.5,12.3,43.1,2,0.5,11,0.545,0,0,0.545,0.547,3.3,3.8,11.9,5.8,36.1,1.25,0,2.25,8.8,91.6,96.8
,Jalen McDaniels,Cha,F-C,22.91,3,6.8,14.2,19.7,20.5,4,0.5,5,0.2,1,0,0.167,0.258,1.3,2.3,17.6,1,18,0.33,0,0.67,8.4,98.4,91.7
,Doug McDermott,Ind,F,28.99,4,24.3,50.6,17.7,4.9,6,0.667,17,0.706,19,0.263,0.542,0.556,10.8,4,9.4,1.5,7.8,0.5,0,0.5,5.7,112.8,107.3
,JaVale McGee,Cle,C-F,32.95,4,16.6,34.5,23.9,18.9,7,0.714,22,0.636,5,0.6,0.685,0.698,10.5,6,19.7,0.8,7.5,0.5,1,1.75,9.2,101.8,87.8
,Alfonzo McKinnie,Lal,F,28.28,2,5.1,10.5,24.5,17,2,1,3,1,1,1,1.125,1.127,5.5,1.5,16.5,0,0,0,0,0.5,0,172.4,92.5
,Jordan McLaughlin,Min,G,24.72,2,17.2,35.8,13.1,18.2,0,0,6,0.5,3,0,0.333,0.333,3,1.5,4.5,5,39.5,0,0,1,6.6,89.9,114
,Nicolo Melli,Nor,F,29.93,3,12.9,26.8,15.5,21.6,2,0.5,3,0.333,7,0.143,0.25,0.276,2,3.3,14.5,1,11,0.33,0,1,5.8,60.5,94.4
,De'Anthony Melton,Mem,G,22.59,1,24.5,51,10.2,0,0,0,3,0,3,0.333,0.25,0.25,3,2,4.1,1,5,0,2,0,5.5,98.6,98.9
,Sam Merrill,Mil,G,20,4,7.3,15.3,9.8,14.3,0,0,2,0,4,1,1,1,3,2,14.7,1.8,28.4,0.25,0,0.25,8.4,159.7,110.3
,Khris Middleton,Mil,F,29.38,4,30.4,63.2,27.5,11,15,1,39,0.615,27,0.519,0.682,0.723,26.3,6.5,11.5,5.8,28.4,1,0,2.25,13.1,135.8,108.3
,Patty Mills,San,G,32.38,3,24,50,16.8,6.8,3,1,12,0.583,14,0.643,0.788,0.805,14.7,1.7,3.4,2.7,15.8,0,0,0.67,6.7,119.7,107.5
,Paul Millsap,Den,F,35.89,4,27.7,57.6,15.3,12.7,10,0.6,19,0.632,11,0.545,0.7,0.698,12,3.8,8,1.5,7.5,0,0,1.25,7,121.9,105.3
,Shake Milton,Phi,G-F,24.26,4,25.1,52.3,18.7,8.9,13,0.769,20,0.5,15,0.267,0.457,0.516,10.5,1,2.1,1.8,11.1,1.25,0,1,6.4,110.7,92.9
,Donovan Mitchell,Uta,G,24.31,3,34.3,71.4,30.9,10.3,17,0.765,33,0.364,29,0.276,0.387,0.439,20.3,2.3,3.5,5,22.4,1.67,0.67,2.67,8.9,97.7,100.8
,Adam Mokoka,Chi,G,22.45,2,10.9,22.7,14.8,12.5,0,0,3,0.667,4,0,0.286,0.286,2,1,5,1,13.1,1,0.5,0.5,4.6,68.9,93.9
,E'Twaun Moore,Pho,G,31.84,1,6.1,12.7,21.6,66.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4.7,67,94.2
,Ja Morant,Mem,G,21.39,3,27.1,56.5,35.9,9.9,19,0.842,46,0.587,9,0.333,0.573,0.623,26.3,2.3,4.3,6.3,47.7,0.67,0.67,2.33,10.7,120,104.1
,Juwan Morgan,Uta,F,23.7,2,2.1,4.4,9.7,0,0,0,0,0,1,0,0,0,0,0.5,12.4,0,0,0,0,0,0,101.6,97.1
,Markieff Morris,Lal,F,31.33,4,14.1,29.3,13.7,5.5,3,0.667,5,0.4,11,0.455,0.594,0.606,5.3,4.5,17.8,1.3,10.9,0.25,0.75,0.25,7.3,110.4,94.2
,Monte Morris,Den,G,25.51,4,26.8,55.7,17,4.7,12,0.75,22,0.682,13,0.308,0.6,0.633,12.8,2,4.4,3.3,17.2,0.75,0.5,0.5,7,128.7,110.8
,Mychal Mulder,Gol,G,26.55,4,11.4,23.8,15.2,5.7,6,0.5,2,0.5,12,0.417,0.607,0.601,5,1.3,5.4,0,0,0.25,0.25,0.25,0,111.9,107.9
,Dejounte Murray,San,G,24.28,3,30.6,63.7,23.1,21.4,3,1,30,0.6,9,0.222,0.538,0.558,15,7.7,12.4,7.3,34,1.33,0,3.67,12.1,94,100.1
,Jamal Murray,Den,G,23.85,3,34.3,71.4,23.9,12.3,16,0.688,21,0.429,22,0.364,0.488,0.53,17.7,4.7,8,2,8.1,1,0.33,2.33,8,99.7,102.7
,Mike Muscala,Okc,F-C,29.5,3,19,39.5,19.5,7.6,3,1,8,0.625,15,0.533,0.739,0.761,12.3,3,8.3,1.3,11.2,0.67,0.33,0.67,7.6,138.1,97.3
,Svi Mykhailiuk,Det,G-F,23.56,4,16.5,34.4,20.3,9.3,5,1,5,0.8,22,0.182,0.37,0.428,6.3,2.3,7.3,0.8,6.6,0.75,0,0.75,5.1,88.1,96.8
,Larry Nance Jr.,Cle,F-C,27.99,4,34,70.8,11.9,21.1,2,1,16,0.563,13,0.385,0.569,0.586,8.8,7.5,12,4.5,17.5,2.75,1,2,7.8,111.1,96.4
,Aaron Nesmith,Bos,G-F,20,1,8.8,18.3,14.5,33.3,0,0,0,0,2,0.5,0.75,0.75,3,0,0,0,0,0,0,1,4.7,93.5,109.3
,Raul Neto,Was,G,28.61,4,16.5,34.3,20.7,9,3,0.667,12,0.833,17,0.294,0.603,0.61,9.3,1.3,4.1,1.5,14,0.75,0,0.75,6.9,117.6,105.8
,Georges Niang,Uta,F,27.54,3,7,14.5,7.8,0,0,0,0,0,4,0,0,0,0,1,7.5,0,0,0,0,0,6.1,100.6,94.7
